sample_id,sdr_in,sdr_out,pesq_in,pesq_out,stoi_in,stoi_out
sample_01905,-15.553126876525935,3.523853907864784,1.0247818231582642,1.2332574129104614,0.4776501310729411,0.7065491011984899
sample_01695,-20.826715575155134,5.694886302778887,1.0217581987380981,1.3159592151641846,0.6265092441364876,0.8350658680668245
sample_03978,-31.8099386795015,7.541476194952175,1.0598713159561157,1.5647135972976685,0.6289561056220603,0.8002633259413996
sample_03047,-30.92428489725056,6.975866930286364,1.0733474493026733,1.5619498491287231,0.6334854083527001,0.8308185242028301
sample_01585,-49.580784383424884,5.182516305658892,1.0382622480392456,1.2891168594360352,0.5593837319126053,0.8169323519823812
sample_00416,-23.401499488349963,3.8109776671336255,1.0391576290130615,1.1068588495254517,0.6246746804085164,0.8241722407309826
sample_03953,-14.134857785082385,7.23629471748994,1.033589482307434,1.2038992643356323,0.6106167528709966,0.739664737492161
sample_03912,-16.011296317347174,2.5435305396995007,1.0672664642333984,1.2932045459747314,0.6178131343618313,0.7586769020557219
sample_00607,-32.64393279094198,2.484227101356288,1.039632797241211,1.202548623085022,0.5799977825116444,0.7231850034672602
sample_00316,-30.60894159696335,6.10608486712477,1.0271756649017334,1.4475712776184082,0.6625388841972293,0.8672542675841004
sample_00442,-15.276764462589334,7.011923638434068,1.029283881187439,1.1592519283294678,0.5263380984847481,0.7014977622888062
sample_01494,-14.405010384971604,3.112999676587054,1.0266857147216797,1.1596944332122803,0.4907988043526059,0.7251084076895341
sample_01014,-10.87994565546673,8.844659956587495,1.0629302263259888,1.3800634145736694,0.5645796966316953,0.6843459732376757
sample_03337,-14.238416851159627,3.1350855173728034,1.023511290550232,1.1626533269882202,0.4997761321967883,0.6611018331406154
sample_03611,-19.634012217755185,3.4110612185453872,1.0161949396133423,1.0726691484451294,0.48426395643024867,0.7012147848197515
sample_03172,-38.48275744982579,5.7329545909548285,1.1449038982391357,1.5062669515609741,0.6357764955658947,0.7703471341722885
sample_03208,-18.60570180234734,6.620862845702058,1.0258958339691162,1.4053531885147095,0.5760358964311215,0.7669072288302898
sample_03527,-23.280710660617135,2.8494962437227978,1.0739634037017822,1.27556574344635,0.6296510232337109,0.8646249712836456
sample_03543,-33.63470376025046,4.635821470434596,1.0230298042297363,1.3903355598449707,0.6681237056878946,0.8530231528512998
sample_01925,-21.149629149328977,7.698972998822371,1.0536861419677734,1.2552584409713745,0.5511227332866733,0.640124291089042
sample_01605,-33.22699649520522,2.1755937574260162,1.0202827453613281,1.1663821935653687,0.47851609399970824,0.6821572985339596
sample_03013,-19.58096573856568,4.008376898651692,1.0348410606384277,1.1854236125946045,0.5049425135473314,0.654822100134506
sample_01057,-38.17529017443452,-0.6700052009759566,1.0198267698287964,1.2038230895996094,0.5760674146761433,0.732093274533969
sample_02280,-21.60149889873685,3.834734892463667,1.0716204643249512,1.234860897064209,0.6055095340237373,0.7451885976546079
sample_02639,-30.710714645166885,2.81791174710236,1.0188230276107788,1.2065074443817139,0.5220450988158553,0.7797039792331816
sample_02164,-34.392580754909595,7.044154279704463,1.047086238861084,1.3795299530029297,0.6259670466417443,0.7982822336733244
sample_02121,-25.589427982899352,4.810257435489788,1.0290942192077637,1.2298816442489624,0.5121074426600284,0.7217465405399816
sample_00042,-31.198557274616824,3.0619892937198037,1.0569146871566772,1.334071397781372,0.6330357720052129,0.7493189198673552
sample_01942,-15.797556317012598,4.298150080212348,1.0480587482452393,1.191306233406067,0.5873847030339349,0.7147307595340944
sample_00586,-22.167814735130914,4.682885956157942,1.0732613801956177,1.2408595085144043,0.6437266475535312,0.7798226926407575
sample_02267,-21.392764499879586,3.4847255916969204,1.0335639715194702,1.239979863166809,0.47908114105222555,0.578473477772674
sample_02525,-57.51643810331875,6.1906398019350775,1.0733307600021362,1.4191120862960815,0.6155558099286752,0.7388747925777823
sample_01849,-13.106257695638217,5.017049419619234,1.0287739038467407,1.285962462425232,0.4080796068867825,0.6558784458301745
sample_02944,-11.312269391367675,6.012575019538526,1.035231351852417,1.2191343307495117,0.44032891261252977,0.6718594303334693
sample_02882,-18.20783817608856,2.7291615285633206,1.0899487733840942,1.291710376739502,0.5395683145652588,0.7291952230611832
sample_02596,-21.92699084741589,4.198506813811137,1.0356924533843994,1.3277275562286377,0.5797069874793825,0.7651297187369537
sample_00762,-35.112229495796335,4.869644396101089,1.0382401943206787,1.3199793100357056,0.5654659254250676,0.7171017925903608
sample_01284,-15.281312088169855,6.105254134208733,1.0172735452651978,1.2625163793563843,0.5077569134776725,0.6789611371942956
sample_02701,-23.954535703685387,2.9429781366028296,1.0294427871704102,1.166884183883667,0.568032828151873,0.7663497072819067
sample_01578,-26.75842022821218,4.735135673373409,1.0934464931488037,1.2867517471313477,0.45590619087410544,0.513702375043032
sample_00043,-43.13260597690477,6.139153902145344,1.0546079874038696,1.3028932809829712,0.7062658780926246,0.857188444480455
sample_03059,-34.213256079501534,2.064604867035283,1.035409688949585,1.1443203687667847,0.5836142557727267,0.6580158073022921
sample_01995,-32.691465693460266,3.68853006011945,1.0183573961257935,1.143858790397644,0.5576298314272491,0.705989769027176
sample_01266,-34.274041771078885,5.00878468848391,1.0395315885543823,1.2488319873809814,0.5060968575666859,0.7233196926161932
sample_02664,-33.98037535246174,-0.4669771906911708,1.0446059703826904,1.1529661417007446,0.5012590040073513,0.546528261419444
sample_02364,-17.49841170078385,5.31789621522308,1.0273654460906982,1.3049229383468628,0.557266375845121,0.6955075047952517
sample_01977,-30.378536330428144,5.372647376179112,1.018761396408081,1.3695697784423828,0.4989196098019782,0.7596826835598649
sample_03333,-32.695616093483224,1.286193571184343,1.0178359746932983,1.0728676319122314,0.6371901084782736,0.7774988436399628
sample_01308,-15.273604017134135,4.328234553713047,1.0246717929840088,1.220202922821045,0.5560463302750441,0.6903285427467557
sample_02224,-31.561360967451257,1.2222996953637444,1.0618994235992432,1.1648467779159546,0.476128705233441,0.6031341968677132
sample_01115,-32.30847239949799,7.766571590852732,1.0247820615768433,1.2848854064941406,0.549154647430254,0.7010898343335444
sample_00771,-30.710714645166885,2.81791174710236,1.0188230276107788,1.2065074443817139,0.5220450988158553,0.7797039792331816
sample_03881,-11.95455320426047,8.320226445222367,1.0407787561416626,1.5907336473464966,0.6197970799271991,0.7884947530314801
sample_01248,-25.036905511297782,5.669969761522471,1.0271925926208496,1.3002278804779053,0.3974781141456036,0.5214834801387327
sample_00428,-23.857257284207183,5.090424699517112,1.0324225425720215,1.2173724174499512,0.5859059246584646,0.7711765660457471
sample_03398,-16.05668460125935,5.469186380151227,1.0438209772109985,1.0875989198684692,0.43357964288568196,0.5574182985872657
sample_01985,-28.633737297425945,6.693044113725093,1.0208896398544312,1.200312614440918,0.6647315096370767,0.7544786929126925
sample_01992,-33.499272242139774,5.511238608087826,1.0259827375411987,1.284942865371704,0.5448775987868794,0.7841499896114685
sample_03779,-43.13260597690477,6.139153902145344,1.0546079874038696,1.3028932809829712,0.7062658780926246,0.857188444480455
sample_03728,-51.84678338133553,2.024299955535675,1.0286952257156372,1.1691234111785889,0.7357339653843447,0.8141681996471317
sample_01023,-36.81024112378117,4.924625081975841,1.029032826423645,1.414157748222351,0.5473632216795536,0.7121644348171448
sample_03651,-24.190967060132927,2.650108466654197,1.0287344455718994,1.1014515161514282,0.6437096184948086,0.7527920764623622
sample_00189,-18.59120747192077,6.843489615082729,1.0453587770462036,1.3726156949996948,0.6250831597069749,0.8522778797411147
sample_03493,-22.326073224552836,2.5621238147746035,1.0927077531814575,1.1372644901275635,0.7002911845605518,0.8202330683541007
sample_03585,-32.84524802672164,4.017091888022106,1.0268747806549072,1.1422990560531616,0.5686537642426005,0.6971015935122762
sample_02289,-13.323110111734927,0.5806978963189255,1.0777256488800049,1.1302217245101929,0.44466176234832644,0.4942078847433443
sample_02059,-9.85543480540748,8.229526475735797,1.0201927423477173,1.3120126724243164,0.601816865755418,0.7183595186132549
sample_01012,-30.18584129655306,1.7825680772419175,1.0378074645996094,1.1213550567626953,0.6021194234072417,0.6990825811782214
sample_02951,-38.84448871729626,1.8793095401162976,1.057679295539856,1.314269781112671,0.5315742123951652,0.6872644651477952
sample_00007,-23.544644244928932,4.114888295641121,1.0297569036483765,1.198632836341858,0.4949388480349861,0.6373510575721061
sample_01475,-36.860906071962006,4.702876361649111,1.0235886573791504,1.1778615713119507,0.6286353332282066,0.7676514371574491
sample_03575,-13.450584509513677,4.064753193493552,1.0375562906265259,1.419724941253662,0.471963694472191,0.6534915310728369
sample_01722,-22.98639927561728,5.482048758062983,1.0337566137313843,1.2837532758712769,0.6107529041446568,0.7879057549470274
sample_02844,-22.258665551096342,4.136224712590073,1.0814869403839111,1.5224738121032715,0.5703969837112711,0.7036901889286726
sample_01438,-25.104584594764926,0.48748120206469786,1.0193607807159424,1.07931387424469,0.5382419248719152,0.7181572410295545
sample_01529,-20.35923046215008,6.275717730360983,1.0288593769073486,1.3254679441452026,0.5205659487431377,0.6944471467801672
sample_02478,-26.710096790838268,6.261274633142927,1.0633670091629028,1.3627876043319702,0.5126568761091493,0.679147842625465
sample_02501,-20.09635754898496,5.599668667078163,1.0292519330978394,1.2028597593307495,0.5544747059735139,0.720938577228347
sample_02096,-27.028889722946808,6.477228374846456,1.2951338291168213,1.2372509241104126,0.3568779823768793,0.5025399245841137
sample_03332,-19.87934774287985,-0.5316356799362391,1.0321916341781616,1.0834298133850098,0.49573458966683015,0.6031880664476051
sample_01498,-28.94131992320368,6.8855952782322944,1.0264625549316406,1.2969950437545776,0.687017038375411,0.848319024498878
sample_00978,-15.275425901212245,2.591144153536277,1.0220649242401123,1.0647876262664795,0.5262352469896483,0.652068047675327
sample_00843,-32.61778949313418,0.25262870139353905,1.0732662677764893,1.1490845680236816,0.4578327513996575,0.6210498966938489
sample_02794,-24.006176631013997,2.2139526780342997,1.0295339822769165,1.1614067554473877,0.6144059851240614,0.7946353370834307
sample_00289,-27.04103096868305,3.832145574254401,1.04098641872406,1.1715236902236938,0.7070879765925502,0.8214599948880992
sample_03267,-32.69758112175308,3.026770217396672,1.0626391172409058,1.216586709022522,0.5111660450451289,0.6685629188325619
sample_01270,-50.125295648400645,3.362988300449354,1.0244542360305786,1.3634004592895508,0.7346331184137113,0.8920476958836436
sample_01686,-16.903630142858308,5.695716890590181,1.0430610179901123,1.2135725021362305,0.4936676373853458,0.6108311775306292
sample_01970,-40.517392866382764,6.231363282754076,1.0306192636489868,1.3288462162017822,0.6564226442240402,0.8199024485615114
sample_02215,-35.61346324114118,-2.6195229300949743,1.0498416423797607,1.1281867027282715,0.38575967706096315,0.4854794833579257
sample_03470,-35.990533786128275,1.8370754969597969,1.0333895683288574,1.1780017614364624,0.6197360268567228,0.7082554504951905
sample_02347,-24.756411355306767,5.746847453179713,1.029119849205017,1.3174090385437012,0.5775328367364656,0.7562290783503388
sample_02960,-23.430083859895845,6.325226136878255,1.024625539779663,1.4405970573425293,0.5699842965254603,0.8314946861709367
sample_01426,-15.846734316340639,3.289894519075964,1.1029036045074463,1.2474173307418823,0.6605977104848939,0.8333358533550722
sample_03793,-35.41681848635424,4.791622317084955,1.0490421056747437,1.280706524848938,0.6022570291120701,0.7945833752509682
sample_01821,-9.677108375371393,7.838876534819942,1.0686302185058594,1.1783503293991089,0.434010859768638,0.5441043731317085
sample_00026,-26.959394858737742,4.30743911953584,1.0530791282653809,1.174713134765625,0.572545660618751,0.7037246454953903
sample_00501,-33.19594207402451,7.449997272876896,1.0368376970291138,1.2114936113357544,0.6332535441845134,0.8116921496059875
sample_02758,-30.3569686442518,3.258301968776984,1.031583309173584,1.150679349899292,0.5590331387855093,0.7280853165687875
sample_00421,-44.15216429082267,6.079782463124381,1.0431389808654785,1.2286622524261475,0.5997774134678879,0.7965622629805269
sample_02697,-20.938957780605698,5.830921583686345,1.0235868692398071,1.2730611562728882,0.6795169567285282,0.8207263296333582
sample_01668,-19.892630193255144,4.841529629148433,1.0430008172988892,1.3040156364440918,0.42659846952449587,0.5740123845931268
sample_01662,-22.100762230615437,5.471529942396634,1.0485858917236328,1.441182017326355,0.6953034040351517,0.8410243734279239
sample_00373,-15.666052820263756,7.154231711257274,1.0454192161560059,1.2315866947174072,0.6144212963227583,0.761856226609195
sample_00699,-22.976304226873552,5.49652368409353,1.0431499481201172,1.2928128242492676,0.545716373561882,0.770001937938123
sample_02064,-20.6144021899298,5.69024433900433,1.0510679483413696,1.451486587524414,0.646229748363842,0.8062890561284863
sample_00079,-19.453913909868543,3.8411785432406127,1.0372817516326904,1.186476469039917,0.5780867294381974,0.6798121357155352
sample_00527,-15.749633590844383,6.997328600235278,1.0510808229446411,1.4397720098495483,0.59696722624619,0.73924587140422
sample_02109,-30.838764465463214,4.057846742122573,1.0332684516906738,1.1377495527267456,0.5291167932302866,0.7556690957532504
sample_02982,-23.93695686646854,0.8865085449456078,1.0315780639648438,1.1878834962844849,0.42826258051254584,0.5647430878729749
sample_02056,-14.05739373351653,3.8365380083504643,1.0157620906829834,1.1604561805725098,0.6009309798175406,0.7804161455848572
sample_03085,-23.022234426439226,6.657931908404784,1.032354474067688,1.435671329498291,0.6409235187887999,0.7856115823761198
sample_02307,-15.276764462589334,7.011923638434068,1.029283881187439,1.1592519283294678,0.5263380984847481,0.7014977622888062
sample_01565,-24.96838207046309,0.5889888910737358,1.0394552946090698,1.2101330757141113,0.525634402923332,0.7368558632357047
sample_01037,-21.326349875926233,3.7519353696081117,1.0498262643814087,1.4037857055664062,0.42001711701718275,0.5679330233146213
sample_02937,-9.203807698447703,8.647092064794258,1.0690109729766846,1.1540803909301758,0.6155565393377829,0.730119039395614
sample_03114,-15.54405459165376,-0.7596436934621574,1.1673153638839722,1.3923394680023193,0.6959959673349017,0.829470982910475
sample_02712,-17.24879353825474,5.761872981264585,1.034946322441101,1.2392860651016235,0.6370130754993745,0.8135881624281152
sample_01205,-40.9329364628646,6.009894485415447,1.0655704736709595,1.2669576406478882,0.434376813521613,0.5907621608560394
sample_00017,-31.936551307652678,6.1081987450305695,1.0711898803710938,1.5328657627105713,0.530602011096572,0.7712669767009398
sample_01883,-16.077084467422477,3.729226110671353,1.029573678970337,1.2272961139678955,0.5070991672303912,0.6378687657772285
sample_00661,-38.78242454379971,5.118762279815976,1.0392786264419556,1.2764126062393188,0.5906452999263901,0.7595131938772337
sample_00002,-23.831132320506118,5.193308750865366,1.0215855836868286,1.2845263481140137,0.7157253345917672,0.8683774073069711
sample_00338,-34.10976805193933,4.496899058463069,1.0300832986831665,1.218799352645874,0.5572431457698844,0.7904545334504247
sample_02657,-25.99103811803819,2.9060537946847815,1.013920545578003,1.1511218547821045,0.6727287393959637,0.8032401409562006
sample_03314,-15.761909757526151,6.042656568340149,1.0242503881454468,1.269052267074585,0.6076395736073776,0.809234005764
sample_01603,-25.824686045879766,6.736892745931168,1.0390958786010742,1.233142375946045,0.5842912822134635,0.7285687875952337
sample_00641,-29.45579860825417,3.651780474879822,1.05634343624115,1.1436829566955566,0.3488792008247182,0.5104518721350261
sample_01182,-20.704877413370838,6.213942694785581,1.1356773376464844,1.420897364616394,0.5819219281058012,0.7450707735220975
sample_01431,-16.336075948302266,2.3974781253485227,1.0252944231033325,1.1215174198150635,0.5808138955076417,0.8290393829967498
sample_03753,-31.936551307652678,6.1081987450305695,1.0711898803710938,1.5328657627105713,0.530602011096572,0.7712669767009398
sample_03535,-17.84533043073315,5.843229884862847,1.0484261512756348,1.3753430843353271,0.6967229317589048,0.8305713770910524
sample_01681,-24.159163601354127,3.1383960210462964,1.0352468490600586,1.151437520980835,0.5814439876231782,0.812244029427047
sample_02105,-15.027062603812023,3.6002132459165366,1.0265581607818604,1.0708290338516235,0.5444988993910337,0.6413936743881536
sample_00651,-25.675924868904424,3.5546136260534222,1.0453132390975952,1.321730613708496,0.5312141728843572,0.7736200011742241
sample_02170,-25.528390019588414,0.9826403681774204,1.0297836065292358,1.1361041069030762,0.4718026158166423,0.5980178955642084
sample_00496,-16.938216090650464,6.135105394002485,1.0248565673828125,1.249424934387207,0.5343036076878506,0.7203256253320951
sample_02208,-31.58175373572259,2.7083154377462195,1.0522414445877075,1.2709629535675049,0.6660069139991225,0.8347406374330943
sample_03920,-15.287680834968334,7.950642482271436,1.0369486808776855,1.0699398517608643,0.6553314286456606,0.8135834703347852
sample_00112,-17.08104672112138,6.077083327787908,1.0238795280456543,1.2681059837341309,0.5985481517735003,0.8182942953700201
sample_01646,-38.67917700548807,3.6324460034262747,1.0179249048233032,1.171517252922058,0.6828236465281466,0.8152137872291656
sample_01554,-30.60894159696335,6.10608486712477,1.0271756649017334,1.4475712776184082,0.6625388841972293,0.8672542675841004
sample_02120,-28.157977933794523,9.397393900559642,1.044641375541687,1.4237518310546875,0.5643148903663906,0.7192392180253443
sample_00054,-17.388480414815753,5.296816288522348,1.0413020849227905,1.3194541931152344,0.5741833089049141,0.7463167301127563
sample_00683,-38.48275744982579,5.7329545909548285,1.1449038982391357,1.5062669515609741,0.6357764955658947,0.7703471341722885
sample_00273,-22.283160926860145,3.949076992063325,1.0297026634216309,1.0854620933532715,0.5388817438206264,0.7515304712866241
sample_02863,-36.75860680542143,5.645954654754902,1.0568790435791016,1.4276988506317139,0.6167584563985069,0.7400428511444702
sample_03845,-18.705960272844266,6.768173456954308,1.0487720966339111,1.4676475524902344,0.6128159513761686,0.8204920004154034
sample_03604,-43.55846965917675,4.004783649359585,1.021492838859558,1.3515150547027588,0.5009565270024737,0.724152168501539
sample_00694,-29.716939853565126,3.062170484806219,1.0436716079711914,1.2997361421585083,0.5756881292722326,0.7610415224273613
sample_03516,-20.889349409693587,3.6342564104888284,1.0301531553268433,1.2252131700515747,0.5522869166792798,0.6989230584826809
sample_01396,-18.675170440695098,2.2380388278275882,1.0286602973937988,1.1379811763763428,0.45874048246581484,0.5459145283471195
sample_02234,-30.869720230237654,4.697911899148571,1.030684471130371,1.3421826362609863,0.609215092896853,0.782330187483576
sample_01808,-9.682988836118907,8.939406148606558,1.0250729322433472,1.3754925727844238,0.7056973101724643,0.8024495194654325
sample_03456,-19.863411042083236,3.6647189616394455,1.0289654731750488,1.2471470832824707,0.5465839054760327,0.716542763475714
sample_00836,-10.887508817425754,3.786423344736347,1.0213439464569092,1.2066031694412231,0.4067230673692318,0.6237441555587104
sample_02187,-28.97699961450069,5.11621931617249,1.021700143814087,1.1260452270507812,0.49224293464305907,0.6669583676555684
sample_00648,-23.01754237602879,4.443890375258907,1.031144618988037,1.1965222358703613,0.5892656108014481,0.7383793600181023
sample_03802,-29.28260434467601,3.753127806568524,1.020200490951538,1.1219756603240967,0.5744349004776325,0.7660658376058221
sample_01487,-37.419811837611356,3.068346583971504,1.0769797563552856,1.2846461534500122,0.5704616846759502,0.7488288046045513
sample_00513,-37.2798921186402,-1.8790128202488114,1.03627610206604,1.1407480239868164,0.6216458103173037,0.8500932252001884
sample_02354,-33.55157180819131,6.243998727509323,1.0265624523162842,1.2625434398651123,0.6199979682974487,0.7424167493035103
sample_02399,-15.836842323328405,4.412760437172938,1.037371039390564,1.1279628276824951,0.5368840748753485,0.6945388157113181
sample_02637,-42.73531075577682,4.963048721701087,1.1186237335205078,1.858633041381836,0.6199623237477302,0.8154841146723789
sample_00497,-40.28227126535357,8.657187718610588,1.0518252849578857,1.4252991676330566,0.6206291323743053,0.8156680043035751
sample_00952,-25.39241188058284,3.9691233760375813,1.0269501209259033,1.1896557807922363,0.5921005417150164,0.7687010415094632
sample_03063,-29.038100875655424,1.560397890937891,1.0355850458145142,1.1925560235977173,0.5861810748535746,0.8190405416704446
sample_03925,-32.16401246200938,11.54024105953887,1.036322832107544,1.2664251327514648,0.6038455103374876,0.7474454285730121
sample_01969,-23.825517183480052,4.747280578657456,1.0157687664031982,1.1830912828445435,0.598953622875292,0.7802394071663457
sample_02214,-44.784061456727315,4.790777685153883,1.062330961227417,1.4427193403244019,0.668961834632789,0.7757725853264646
sample_01408,-31.2965159801138,1.3377768132581838,1.0586577653884888,1.1752923727035522,0.4955996943579981,0.7525049133712784
sample_00384,-25.06798465764097,4.270505669632721,1.0326789617538452,1.2907745838165283,0.5864977834084931,0.7707693597417775
sample_01518,-17.21430098269794,3.674680613309351,1.0417300462722778,1.3231067657470703,0.4429822825537318,0.7314104552934185
sample_02828,-14.543054716039293,2.5164936529202957,1.035443902015686,1.2156288623809814,0.5355941274927839,0.7124966032107948
sample_00974,-12.338823349794065,6.819872417815277,1.0623345375061035,1.3737876415252686,0.6236596581027787,0.7274668847075816
sample_00368,-28.65180772901845,2.2794121626808934,1.0352355241775513,1.1787587404251099,0.5336593512856594,0.6921444129971451
sample_03955,-44.67116847964712,-0.9850343436254283,1.0355591773986816,1.1042758226394653,0.5086889514079677,0.5753608549996176
sample_00875,-28.94131992320368,6.8855952782322944,1.0264625549316406,1.2969950437545776,0.687017038375411,0.848319024498878
sample_00559,-29.038100875655424,1.560397890937891,1.0355850458145142,1.1925560235977173,0.5861810748535746,0.8190405416704446
sample_01454,-29.35558456247125,4.166419102263047,1.0341516733169556,1.1826545000076294,0.43953711365916154,0.6031404159857474
sample_00556,-24.272403191203704,7.005326494699251,1.034557580947876,1.452135443687439,0.5932282051263197,0.7939871599774527
sample_03782,-26.127328497191883,3.1756170051294905,1.0309263467788696,1.324967861175537,0.4459179770063512,0.6492165930199613
sample_03667,-27.033467213545038,-0.12835159165952192,1.0224964618682861,1.1637587547302246,0.5562977748870168,0.740382935901664
sample_03479,-16.21841133014263,8.568435399156897,1.033926010131836,1.4547736644744873,0.6315109456485161,0.8070259237147609
sample_01563,-28.97699961450069,5.11621931617249,1.021700143814087,1.1260452270507812,0.49224293464305907,0.6669583676555684
sample_00955,-35.73740025123431,7.914154904973457,1.0218315124511719,1.2451201677322388,0.5981937075644895,0.8091611087216417
sample_00909,-28.74663972370261,-1.3227553686805396,1.1015586853027344,1.1457630395889282,0.5046454222204045,0.6112984409951849
sample_03476,-26.152796608672105,4.366826305330604,1.0210317373275757,1.1936285495758057,0.6176254428438691,0.842873450419213
sample_00731,-15.831512960165421,2.9526262710174738,1.0303301811218262,1.2395339012145996,0.5196208671026352,0.7226099025457653
sample_02970,-18.06969558724425,4.159340719515515,1.0271265506744385,1.0864802598953247,0.537755859087366,0.6836245847037362
sample_01212,-20.496853054623976,5.375186879904904,1.0276681184768677,1.1259411573410034,0.5627121499859019,0.7238078797417896
sample_01291,-35.41681848635424,4.791622317084955,1.0490421056747437,1.280706524848938,0.6022570291120701,0.7945833752509682
sample_03401,-10.078828849314984,-1.22749176291312,1.0274935960769653,1.0839961767196655,0.5269806644821634,0.6291447108888578
sample_01330,-56.46684856952802,-0.1783438807094573,1.0336920022964478,1.1196739673614502,0.5884671260184738,0.7443076907666997
sample_00039,-20.41151522287703,3.765915806158074,1.0327197313308716,1.282198190689087,0.641214698459537,0.8008377538859169
sample_01172,-15.797621868062844,4.812585201457989,1.014408826828003,1.192137598991394,0.577674317052449,0.7635460118604317
sample_03348,-23.780920038677653,6.148136367296345,1.0240920782089233,1.1623324155807495,0.7029385547933715,0.8215597751776255
sample_03115,-27.714170008822578,4.171729987901492,1.0241750478744507,1.1624490022659302,0.572215754465688,0.765856089018716
sample_03983,-30.838764465463214,4.057846742122573,1.0332684516906738,1.1377495527267456,0.5291167932302866,0.7556690957532504
sample_03894,-14.022365200211022,-1.0621330525604964,1.024055004119873,1.0624786615371704,0.5135094476508991,0.6771634269031852
sample_02751,-28.9839749682585,7.842145334547496,1.0371167659759521,1.4162029027938843,0.6513447903671141,0.8026920578638496
sample_01162,-33.61249675345412,4.382679909065821,1.0824884176254272,1.3576452732086182,0.5160004146594955,0.6716268932094425
sample_02151,-29.318629515947112,3.5761623565770835,1.045384168624878,1.2612736225128174,0.7793260869194534,0.8845708477571758
sample_03126,-21.695316658007627,5.751159957308881,1.0526187419891357,1.519845962524414,0.6922613821379181,0.865043638605323
sample_01954,-32.075381807949974,3.5022468652578223,1.0604406595230103,1.2933311462402344,0.5986878229801814,0.8269359171537943
sample_03366,-23.682633969111222,2.8554608224382254,1.030326008796692,1.3058942556381226,0.4458440798065552,0.61539706603168
